DEB [20251118-15:05:30.413] thr=1   paramiko.transport: starting thread (server mode): 0x34542ba0
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: client lang: <none>
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: server lang: <none>
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: kex follows: False
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: Compression: none
DEB [20251130-23:38:30.532] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251130-23:38:30.535] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251130-23:38:30.538] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251130-23:38:30.538] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251130-23:38:30.539] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251130-23:38:35.536] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251130-23:38:35.536] thr=1   paramiko.transport: Auth rejected (password).
DEB [20251130-23:39:17.496] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251130-23:39:17.496] thr=1   paramiko.transport: Auth rejected (password).
DEB [20251130-23:39:19.698] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251130-23:39:19.698] thr=1   paramiko.transport: Auth rejected (password).
ERR [20251130-23:39:19.700] thr=1   paramiko.transport: Socket exception: An existing connection was forcibly closed by the remote host (10054)
DEB [20251130-23:44:02.826] thr=1   paramiko.transport: starting thread (server mode): 0x208a650
DEB [20251130-23:44:02.826] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251130-23:44:02.827] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251130-23:44:02.827] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:44:02.828] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: client lang: <none>
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: server lang: <none>
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: kex follows: False
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: Compression: none
DEB [20251130-23:44:02.829] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251130-23:44:02.831] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251130-23:44:02.833] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251130-23:44:02.833] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251130-23:44:02.833] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251130-23:44:13.156] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251130-23:44:13.156] thr=1   paramiko.transport: Auth granted (password).
DEB [20251130-23:44:13.158] thr=1   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251130-23:44:13.158] thr=1   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251130-23:44:13.158] thr=1   paramiko.transport: Secsh channel 0 (session) opened.
INF [20251130-23:44:34.726] thr=1   paramiko.transport: Disconnect (code 11): disconnected by user
DEB [20251130-23:45:25.257] thr=1   paramiko.transport: starting thread (server mode): 0xf0eaa620
DEB [20251130-23:45:25.257] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251130-23:45:25.258] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251130-23:45:25.258] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251130-23:45:25.259] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251130-23:45:25.259] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251130-23:45:25.259] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: client lang: <none>
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: server lang: <none>
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: kex follows: False
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: Compression: none
DEB [20251130-23:45:25.260] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251130-23:45:25.264] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251130-23:45:25.266] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251130-23:45:25.267] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251130-23:45:25.267] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251130-23:45:38.809] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251130-23:45:38.809] thr=1   paramiko.transport: Auth granted (password).
DEB [20251130-23:45:38.810] thr=1   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251130-23:45:38.811] thr=1   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251130-23:45:38.811] thr=1   paramiko.transport: Secsh channel 0 (session) opened.
DEB [20251130-23:50:41.236] thr=1   paramiko.transport: starting thread (server mode): 0x7a4da620
DEB [20251130-23:50:41.236] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251130-23:50:41.236] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251130-23:50:41.236] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251130-23:50:41.237] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251130-23:50:41.237] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251130-23:50:41.237] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251130-23:50:41.237] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251130-23:50:41.237] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: client lang: <none>
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: server lang: <none>
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: kex follows: False
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: Compression: none
DEB [20251130-23:50:41.238] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251130-23:50:41.241] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251130-23:50:41.243] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251130-23:50:41.243] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251130-23:50:41.243] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251130-23:50:52.247] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251130-23:50:52.248] thr=1   paramiko.transport: Auth granted (password).
DEB [20251130-23:50:52.249] thr=1   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251130-23:50:52.249] thr=1   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251130-23:50:52.249] thr=1   paramiko.transport: Secsh channel 0 (session) opened.
DEB [20251201-00:00:05.897] thr=1   paramiko.transport: starting thread (server mode): 0x5ac2e6e0
DEB [20251201-00:00:05.898] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:00:05.898] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:00:05.898] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:00:05.899] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:00:05.899] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:00:05.899] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:00:05.899] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:00:05.899] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: client lang: <none>
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: server lang: <none>
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: kex follows: False
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: Compression: none
DEB [20251201-00:00:05.900] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251201-00:00:05.904] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:00:05.906] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251201-00:00:05.907] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:00:05.907] thr=1   paramiko.transport: Auth rejected (none).
ERR [20251201-00:00:45.684] thr=1   paramiko.transport: Socket exception: An existing connection was forcibly closed by the remote host (10054)
DEB [20251201-00:01:24.803] thr=1   paramiko.transport: starting thread (server mode): 0xc51625f0
DEB [20251201-00:01:24.804] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:01:24.804] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:01:24.805] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:01:24.806] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: client lang: <none>
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: server lang: <none>
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: kex follows: False
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:01:24.807] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:01:24.808] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:01:24.808] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:01:24.808] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:01:24.808] thr=1   paramiko.transport: Compression: none
DEB [20251201-00:01:24.808] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251201-00:01:24.811] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:01:24.814] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251201-00:01:24.815] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:01:24.815] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251201-00:01:28.148] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:01:28.148] thr=1   paramiko.transport: Auth rejected (password).
DEB [20251201-00:01:30.961] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:01:30.962] thr=1   paramiko.transport: Auth rejected (password).
DEB [20251201-00:01:32.629] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:01:32.629] thr=1   paramiko.transport: Auth rejected (password).
ERR [20251201-00:01:32.630] thr=1   paramiko.transport: Socket exception: An existing connection was forcibly closed by the remote host (10054)
DEB [20251201-00:38:24.142] thr=1   paramiko.transport: starting thread (server mode): 0x8261eb60
DEB [20251201-00:38:24.142] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:38:24.143] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:38:24.143] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: client lang: <none>
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: server lang: <none>
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: kex follows: False
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:38:24.144] thr=1   paramiko.transport: Compression: none
DEB [20251201-00:38:24.145] thr=1   paramiko.transport: === End of kex handshake ===
